district,year,month,mean_modal_price,mean_min_price,mean_max_price,mean_price_spread,mean_arrivals,reporting_days,is_imputed
Jyotiba Phule Nagar,2011,9,1299.2,1260.2265217391305,1320.1634782608696,59.93695652173915,,23,0
Jyotiba Phule Nagar,2011,10,1315.9767708333334,1278.5892663043478,1337.508337862319,58.919071557971165,,0,1
Jyotiba Phule Nagar,2011,11,1332.7535416666667,1296.9520108695651,1354.853197463768,57.901186594202954,,0,1
Jyotiba Phule Nagar,2011,12,1349.5303125,1315.3147554347827,1372.1980570652172,56.88330163043452,,0,1
Jyotiba Phule Nagar,2012,1,1366.3070833333334,1333.6775,1389.5429166666665,55.86541666666653,,24,0
Jyotiba Phule Nagar,2012,2,1447.0522727272728,1412.28,1482.5086956521739,70.22869565217388,,23,0
Jyotiba Phule Nagar,2012,3,1447.7376000000002,1414.1528,1476.7088,62.55600000000004,,25,0
Jyotiba Phule Nagar,2012,4,1385.13875,1358.375625,1416.06,57.684375000000045,,16,0
Jyotiba Phule Nagar,2012,5,1357.065984848485,1327.2995471014492,1387.6211594202898,60.32161231884061,,0,1
Jyotiba Phule Nagar,2012,6,1328.9932196969696,1296.2234692028985,1359.1823188405797,62.95884963768117,,0,1
Jyotiba Phule Nagar,2012,7,1300.9204545454545,1265.1473913043478,1330.7434782608696,65.59608695652173,,23,0
Jyotiba Phule Nagar,2012,8,1326.924074074074,1288.5144444444445,1352.0355555555554,63.52111111111094,,27,0
Jyotiba Phule Nagar,2012,9,1395.3391304347826,1353.483043478261,1417.8530434782608,64.36999999999989,,23,0
Jyotiba Phule Nagar,2012,10,1408.5758061594204,1368.5368659420292,1431.6189492753624,63.08208333333323,,0,1
Jyotiba Phule Nagar,2012,11,1421.812481884058,1383.5906884057972,1445.3848550724638,61.79416666666657,,0,1
Jyotiba Phule Nagar,2012,12,1435.0491576086956,1398.6445108695652,1459.1507608695651,60.50624999999991,,0,1
Jyotiba Phule Nagar,2013,1,1448.2858333333334,1413.6983333333335,1472.9166666666667,59.21833333333325,,24,0
Jyotiba Phule Nagar,2013,2,1533.875,1497.0165217391302,1571.4586956521741,74.44217391304392,,23,0
Jyotiba Phule Nagar,2013,3,1534.6016,1499.0036000000002,1565.3132,66.30959999999982,,25,0
Jyotiba Phule Nagar,2013,4,1468.249375,1439.8799999999999,1501.0218750000001,61.141875000000255,,16,0
Jyotiba Phule Nagar,2013,5,1438.49125,1406.938260869565,1470.8767572463769,63.93849637681183,,0,1
Jyotiba Phule Nagar,2013,6,1408.733125,1373.9965217391305,1440.7316394927536,66.73511775362317,,0,1
Jyotiba Phule Nagar,2013,7,1378.975,1341.0547826086956,1410.5865217391304,69.53173913043474,,23,0
Jyotiba Phule Nagar,2013,8,1406.5403703703703,1365.8255555555556,1433.1551851851852,67.32962962962961,,27,0
Jyotiba Phule Nagar,2013,9,1479.0586956521738,1434.694347826087,1502.9221739130435,68.22782608695638,,23,0
Jyotiba Phule Nagar,2013,10,1478.3618729096988,1435.871705685619,1502.0563656633221,66.18465997770318,,0,1
Jyotiba Phule Nagar,2013,11,1477.665050167224,1437.0490635451506,1501.1905574136008,64.1414938684502,,0,1
Jyotiba Phule Nagar,2013,12,1476.968227424749,1438.2264214046825,1500.3247491638797,62.09832775919722,,0,1
Jyotiba Phule Nagar,2014,1,1476.2714046822741,1439.403779264214,1499.4589409141583,60.05516164994424,,0,1
Jyotiba Phule Nagar,2014,2,1475.5745819397994,1440.581137123746,1498.593132664437,58.01199554069103,,0,1
Jyotiba Phule Nagar,2014,3,1474.8777591973244,1441.7584949832776,1497.7273244147157,55.96882943143805,,0,1
Jyotiba Phule Nagar,2014,4,1474.1809364548494,1442.9358528428095,1496.8615161649946,53.92566332218507,,0,1
Jyotiba Phule Nagar,2014,5,1473.4841137123744,1444.1132107023411,1495.9957079152732,51.882497212932094,,0,1
Jyotiba Phule Nagar,2014,6,1472.7872909698997,1445.290568561873,1495.1298996655519,49.83933110367889,,0,1
Jyotiba Phule Nagar,2014,7,1472.0904682274247,1446.4679264214046,1494.2640914158305,47.79616499442591,,0,1
Jyotiba Phule Nagar,2014,8,1471.3936454849497,1447.6452842809365,1493.3982831661094,45.75299888517293,,0,1
Jyotiba Phule Nagar,2014,9,1470.696822742475,1448.8226421404681,1492.532474916388,43.70983277591995,,0,1
Jyotiba Phule Nagar,2014,10,1470.0,1450.0,1491.6666666666667,41.66666666666674,,2,0
Jyotiba Phule Nagar,2014,11,1470.0,1460.0,1480.0,20.0,,1,0
Jyotiba Phule Nagar,2014,12,1510.0,1492.5,1525.0,32.5,,0,1
