district,temperature_avg_diurnal_range,temperature_cagr,temperature_cv_summer,temperature_cv_tmax,temperature_cv_tmean,temperature_cv_tmin,temperature_cv_winter,temperature_max_tmax,temperature_max_tmean,temperature_mean_summer,temperature_mean_tmax,temperature_mean_tmean,temperature_mean_tmin,temperature_mean_winter,temperature_median_tmax,temperature_median_tmean,temperature_median_tmin,temperature_min_tmean,temperature_min_tmin,temperature_std_tmax,temperature_std_tmean,temperature_std_tmin,temperature_summer_winter_diff,temperature_trend,rainfall_anomaly_index,rainfall_avg_rainy_days,rainfall_cagr,rainfall_concentration_index,rainfall_cv_annual,rainfall_cv_monthly,rainfall_heavy_rain_frequency,rainfall_longest_dry_spell,rainfall_max_annual,rainfall_max_monthly,rainfall_mean_annual,rainfall_mean_monsoon,rainfall_mean_monthly,rainfall_mean_non_monsoon,rainfall_median_annual,rainfall_min_monthly,rainfall_monsoon_cv,rainfall_monsoon_share,rainfall_peak_month,rainfall_std_annual,rainfall_std_monthly,rainfall_trend,rainfall_very_heavy_frequency,rainfall_wet_day_frequency,hdd10_anomaly,hdd10_cv,hdd10_high_freq,hdd10_max,hdd10_mean,hdd10_median,hdd10_min,hdd10_nonzero_freq,hdd10_persistence,hdd10_std,hdd10_summer_share,hdd10_trend,hdd10_variability_index,hdd10_winter_share,hdd15_anomaly,hdd15_cv,hdd15_high_freq,hdd15_max,hdd15_mean,hdd15_median,hdd15_min,hdd15_nonzero_freq,hdd15_persistence,hdd15_std,hdd15_summer_share,hdd15_trend,hdd15_variability_index,hdd15_winter_share,hdd18_anomaly,hdd18_cv,hdd18_high_freq,hdd18_max,hdd18_mean,hdd18_median,hdd18_min,hdd18_nonzero_freq,hdd18_persistence,hdd18_std,hdd18_summer_share,hdd18_trend,hdd18_variability_index,hdd18_winter_share,spi1_avg_drought_duration,spi1_longest_drought_spell,spi1_longest_wet_spell,spi1_max,spi1_mean,spi1_mean_monsoon,spi1_mean_rabi,spi1_median,spi1_mild_drought_freq,spi1_min,spi1_moderate_drought_freq,spi1_severe_drought_freq,spi1_std,spi1_wet_freq,climate_coldest_year,climate_driest_year,climate_hdd_stability,climate_hdd_variance,climate_rain_stability,climate_rain_variance,climate_spi_stability,climate_temp_stability,climate_temp_variance,climate_variability_score,climate_warmest_year,climate_wettest_year
Farrukhabad,12.801044893055556,-0.0004156424624860433,0.14132404062082268,0.016933628246931696,0.015276819998212234,0.02295464735952439,0.1066835701586636,46.43,26.17345,28.452374833333337,31.68482865,25.292286766666667,18.89974496666667,16.239320605555555,31.619097,25.255191,18.8733655,24.354301,1.9,0.5365391094268307,0.386385712277532,0.43383698089477946,12.213054227777782,0.004824353653793324,-1.4062824978585316e-16,45.6,0.003955641764496587,2.7061125175336316,0.3846510911417885,1.6869277864543981,0.003650467716176135,284,1660.1326,856.8407,750.7385221666667,666.6481507716667,62.56154336937222,84.09036966080002,700.5146,0.0,0.4087735492181948,0.887989800826643,7,288.7723917135821,105.5368058732659,-7.196725406779647,0.0004563084645220169,0.12484599589322382,-5.736152293896643e-17,3.2569968260545767,0.13333333333333333,12.064999,0.6932724959833334,0.0,0.0,0.21666666666666667,2,2.2579863190086513,0.0,0.0333142640712698,3.2569968260545767,1.0,-7.579122514774402e-15,0.568799087571047,0.38333333333333336,149.495,48.16224241500001,43.1299985,3.4799976,1.0,6,27.394639541027583,0.0004758222631687746,0.6282513687163105,0.568799087571047,0.9995241777368311,1.5158245029548804e-14,0.22817308722297014,0.48333333333333334,308.255,200.76864129999998,199.00133,103.975006,1.0,6,45.8100007029821,0.00471774200463343,0.3890092651847772,0.22817308722297014,0.9880736727854769,1.1578947368421053,2,5,3.38171375904671,0.1433852856750428,0.007441226477382449,0.23816685905635918,0.12247141656957795,0.16805555555555557,-2.347937687980718,0.034722222222222224,0.02638888888888889,0.8550001595160991,0.1638888888888889,1971,2014,0.8142174831896913,2098.5561644072204,0.7222035980020036,83389.49421598252,0.5390835115943403,0.9849530495552541,0.14929391865221572,0.37077528946976746,2010,2003
Fatehpur,13.351417678472222,-0.0004258580843384818,0.1343097948327684,0.01647830997564643,0.01677956012125966,0.025315534872088073,0.10007608583660617,47.4,26.73996,29.60760071666667,32.371369816666665,25.704573900000007,19.03777796666667,17.194456719444442,32.364635,25.6956415,19.063115,24.535875,1.2,0.533425466175318,0.43131144314641207,0.4819515320022201,12.413143997222228,0.007766374659627887,-5.329070518200751e-16,53.75,-0.007637899586363406,2.6976086730939164,0.352520563184629,1.6264517272297385,0.0019164955509924709,266,1513.9296,627.8464,732.9135323333335,652.1662186883332,61.076127628777776,80.747312857,740.2837999999999,0.0,0.3723055792649307,0.8898269576386045,7,258.3670911837825,99.33737327432956,-6.5596115537649355,0.00022815423226100844,0.14715947980835045,9.25185853854297e-18,4.540801940678816,0.08333333333333333,4.413554,0.13774771366666666,0.0,0.0,0.1,1,0.6254850855416698,0.0,0.009518245751597666,4.540801940678816,1.0,2.1908401019269757e-15,0.6535513794109832,0.4166666666666667,94.45501,27.053311091666664,24.8099995,5.2650003,1.0,6,17.6807287815932,0.0005945052620756798,0.21283154252014472,0.6535513794109832,0.9994054947379245,9.473903143468002e-15,0.25705143303794625,0.48333333333333334,219.54,143.82484398333332,141.4438,62.585,1.0,6,36.970382252374876,0.002249270542099175,-0.11650762447902062,0.25705143303794625,0.9905170033946585,1.1833333333333333,3,4,3.919034164889641,0.07882488883984094,-0.0009884504610156775,0.14270163952617784,0.06294505369797765,0.1625,-2.817313561709418,0.06805555555555555,0.030555555555555555,0.9100656636830662,0.1597222222222222,1983,2015,0.7955123980752928,1366.809163886715,0.7393602930852392,66753.55380676898,0.5235422106231465,0.9834973471346546,0.18602956098904067,0.38410430500672527,2010,1980
Firozabad,13.547386335555554,-0.0003152961286838618,0.1470439857452138,0.01672931464337374,0.015695308657072193,0.025059478344636944,0.11131000239207219,47.53,26.4767,29.07935146111111,32.37162824999999,25.606285500000002,18.840941966666662,16.146919022222225,32.315565,25.5583715,18.8202725,24.624096,1.31,0.5415551545125759,0.4018985544836122,0.47214417720624463,12.932432438888885,0.00821634187274293,-1.1842378929335003e-16,46.15,0.006951771305587773,2.7489635762849907,0.26208367761678936,1.6259628367733214,0.0015514487793748574,265,1158.2332,516.60645,664.6516271666667,587.429944447,55.387635695624994,77.2216839005,666.854,0.0,0.3002981463866938,0.8838163038148965,8,174.19434278182314,90.0582372578257,-0.5345018557932644,0.00018252338580880675,0.12635181382614646,9.25185853854297e-18,3.07915997086975,0.11666666666666667,8.820717,0.63483645845,0.0,0.0,0.25,1,1.9547630109079575,0.0,0.020070868784968048,3.07915997086975,0.9999999999999998,6.0396132539608514e-15,0.4998702553224267,0.45,149.345,53.53509073333333,51.8774985,7.404999,1.0,6,26.76059947358061,0.00028641653249431904,0.414214888357878,0.4998702553224267,0.9996419791865041,-3.173757553061781e-14,0.21483047474353378,0.4666666666666667,317.25998,212.03185600000003,205.84249499999999,114.84,1.0,6,45.5509042852326,0.003309584862696074,0.028457442067242857,0.21483047474353378,0.9878099269393139,1.148936170212766,3,3,3.762630005250333,0.12826423744377327,0.013482690161787622,0.20445057062123226,0.1174124518025397,0.16805555555555557,-4.753424308822899,0.05138888888888889,0.02361111111111111,0.8678260262252281,0.15833333333333333,1997,1997,0.8231601205189659,2074.884881202421,0.7923404903613952,30343.6690571913,0.5353817678731804,0.9845472273788247,0.161522448096017,0.34010887181065586,2010,1967
Gautam Buddha Nagar,13.364519028055556,-7.2566156142706e-05,0.15626408164363495,0.016652087202421652,0.016667114940058275,0.027033504691757887,0.11072831146720184,47.46,25.845522,27.82183487777778,31.60156173333333,24.926174683333333,18.250787466666665,15.361809411111107,31.518861,24.930257,18.314769,23.857244,0.9,0.5262319617161777,0.41544741846308736,0.49338274860840936,12.460025466666671,0.009352231869964452,3.4416913763379854e-16,34.36666666666667,-0.011064175645083218,2.7456468290487486,0.44081723192457184,1.8348676529662564,0.0027378507871321013,321,1272.4795,766.0105,609.5748293333332,529.6665649215,50.79790251581388,79.90826526826667,593.685395,0.0,0.5024439311875895,0.8689114763822752,8,268.71108891761327,93.2074281648001,-9.048899248124476,0.0005019393109742186,0.09409080538443988,0.0,2.8181053364471897,0.16666666666666666,14.714999,1.1799746272666667,0.0,0.0,0.3,2,3.3252927939724772,0.0,0.02583231211658795,2.8181053364471897,1.0,5.210646728907401e-15,0.4006508427717244,0.5166666666666667,178.06,80.21302775,80.74675500000001,20.415,1.0,6,32.13741716930922,0.001084611883567068,0.44440611061406055,0.4006508427717244,0.9987886423572051,1.8947806286936005e-15,0.18663425971617467,0.5,380.81,270.1816915,270.36499,172.055,1.0,8,50.42515998196638,0.010320338527724843,-0.10372978632953425,0.18663425971617467,0.9762094526471267,1.1818181818181819,2,4,2.8416327393534813,0.19241153292270766,0.019887125852430732,0.3004396802885263,0.15881702018442825,0.15,-3.89859144728043,0.029166666666666667,0.025,0.8287837351556913,0.15833333333333333,1983,1997,0.842719643236312,2542.696759206904,0.6940505553672827,72205.64930728947,0.5468115123600803,0.9836061236808658,0.1725965575076436,0.368225585434124,1987,1971
Ghaziabad,13.364519028055556,-7.2566156142706e-05,0.15626408164363495,0.016652087202421652,0.016667114940058275,0.027033504691757887,0.11072831146720184,47.46,25.845522,27.82183487777778,31.60156173333333,24.926174683333333,18.250787466666665,15.361809411111107,31.518861,24.930257,18.314769,23.857244,0.9,0.5262319617161777,0.41544741846308736,0.49338274860840936,12.460025466666671,0.009352231869964452,-8.789265611615822e-17,40.03333333333333,-0.006653900774956201,2.6380297343594914,0.40417663053921227,1.7599080027986502,0.0038786219484371436,260,1569.3348,679.8615,697.6028108333334,596.9493633393332,58.133567577152775,100.6534475865,656.565925,0.0,0.469699210785076,0.8557152495217689,8,281.9547535373002,102.30973081026731,-4.800769038899689,0.000730093543235227,0.10960529317818846,0.0,2.8181053364471897,0.16666666666666666,14.714999,1.1799746272666667,0.0,0.0,0.3,2,3.3252927939724772,0.0,0.02583231211658795,2.8181053364471897,1.0,5.210646728907401e-15,0.4006508427717244,0.5166666666666667,178.06,80.21302775,80.74675500000001,20.415,1.0,6,32.13741716930922,0.001084611883567068,0.44440611061406055,0.4006508427717244,0.9987886423572051,1.8947806286936005e-15,0.18663425971617467,0.5,380.81,270.1816915,270.36499,172.055,1.0,8,50.42515998196638,0.010320338527724843,-0.10372978632953425,0.18663425971617467,0.9762094526471267,1.2222222222222223,3,4,2.8517561802081453,0.1601285133342547,0.013092995087415859,0.2621965509941779,0.1213007754945579,0.14166666666666666,-3.1919116634469233,0.030555555555555555,0.030555555555555555,0.8554657767158225,0.1597222222222222,1983,2001,0.842719643236312,2542.696759206904,0.712161118659263,79498.4830422797,0.5389482320552426,0.9836061236808658,0.1725965575076436,0.36573594547781696,1987,2003
Ghazipur,12.742384534583334,-0.0005375529158276882,0.11878590040695204,0.01467068386882273,0.015502436998580695,0.024578671141414824,0.09541910648234438,45.53,26.488834,28.68679437222222,31.84612425,25.484031116666664,19.121938283333336,17.240232941666665,31.813964,25.4794305,19.128609,24.637491,1.47,0.4672044213189993,0.395064586855995,0.4699918326524804,11.446561430555555,0.003490004862461898,2.491062911502695e-16,61.666666666666664,0.005110466890098753,2.6305601338743836,0.26035943352690444,1.5324024908674054,0.0018708647045402693,274,1894.6467,973.6166,838.8912995,744.6462237716668,69.90760835665279,94.24507650816666,815.4308,0.0,0.2707402378681064,0.8876551994465725,7,218.41326352846872,107.12659317631778,-2.703878829952756,0.00022815423226100844,0.16883413187314625,-6.47630097698008e-18,5.077412094033567,0.06666666666666667,4.789999,0.1331070905,0.0,0.0,0.06666666666666667,2,0.6758395511063205,0.0,0.005486302746596276,5.077412094033567,1.0,1.9539925233402757e-15,0.8314995306789965,0.45,106.284996,23.374696965,18.7425,1.0149984,1.0,8,19.43604955616126,0.0,0.48062792987218694,0.8314995306789965,1.0,-1.7289873236829103e-14,0.2632982149535009,0.4666666666666667,222.53,131.27112556666668,129.952505,61.160004,1.0,8,34.56345303664021,0.0010435719291384735,0.5204655488191182,0.2632982149535009,0.9970488778642538,1.1551724137931034,3,4,4.556403892564777,0.10922635813185155,-0.0011535785453986739,0.1938090341364215,0.083651733907129,0.1597222222222222,-2.64806183953072,0.0625,0.030555555555555555,0.8998707872359432,0.1638888888888889,1990,2004,0.7915787326880752,1194.6322858160336,0.7934244576578189,47704.35368515632,0.5263515849174489,0.9847342197972466,0.156076027787698,0.35975771817873226,2010,1971
Gonda,12.572260141666668,-0.00015797953789420394,0.12302377134600967,0.016099038832356884,0.015610459926737773,0.024913752623568222,0.10058366215147799,45.364132,26.212355,28.23208917222222,31.576975850000007,25.2999729,19.02297026666667,16.873768725,31.643237,25.271289,19.000453,24.299877,0.69,0.5083589604175457,0.39494421310300165,0.473933575389227,11.35832044722222,0.0057614121144765025,-2.1094237467877973e-16,65.08333333333333,0.000208754387869714,2.5427382586299903,0.2923077783468434,1.4910763849568807,0.004198037873602556,216,1729.9343,728.0957,1056.6992256666667,928.2940124150001,88.05826944096944,128.40522087663334,1021.5886,0.0,0.3061449570572135,0.8784846149852562,7,308.8814030354531,131.30160606359968,-4.712606270075007,0.000730093543235227,0.1781884553958476,-2.590520390792032e-17,4.333242857353712,0.11666666666666667,17.224998,0.5562913658333334,0.0,0.0,0.16666666666666666,2,2.4105455876048327,0.0,0.02173340832870241,4.333242857353712,1.0,-1.7763568394002506e-16,0.804891843709922,0.4,138.87,31.393023383333333,25.287498499999998,2.1450005,1.0,7,25.267988470639857,4.247223932094157e-05,0.6446669854904143,0.804891843709922,0.9999575277606791,-1.1131836193574903e-14,0.268993408555749,0.48333333333333334,267.41,153.60727046666668,151.4475,63.625004,1.0,7,41.319343261773504,0.002936114762912241,0.5827945205890549,0.268993408555749,0.9942387118042506,1.1639344262295082,3,3,3.612223391535238,0.09404079649098446,0.0008553390692266127,0.16665762043363824,0.1678940047881054,0.17083333333333334,-3.605886009857004,0.05277777777777778,0.04583333333333333,0.9102210526876178,0.1486111111111111,1971,1998,0.788026157786042,1707.2881275842676,0.7738094722909028,95407.72114115003,0.523499622513862,0.9846294809450231,0.1559809314635492,0.37178317487923696,2010,1980
Gorakhpur,12.40850171986111,-0.00042536949903093646,0.11890990215621465,0.014482031967086096,0.01508389938937795,0.024403130723905618,0.0975749572867442,44.92,26.3053,28.254140527777775,31.560637766666666,25.36572205,19.170806799999998,17.096985455555554,31.566836000000002,25.3171435,19.177270999999998,24.600014,1.27,0.4570621650384914,0.3826139993411258,0.4678277044231387,11.15715507222222,0.0034399700750211825,-3.3306690738754695e-17,61.583333333333336,-0.0051680696302705,2.5408286468622974,0.32236388769451496,1.5422921745066887,0.004289299566506958,248,1965.1787,1078.3427,1049.4933991666667,922.72194045,87.45778306346944,126.77145631163332,1063.2008,0.0,0.348864190617117,0.879206997569182,7,338.3187722650981,134.88545441849251,-7.544381734092796,0.000730093543235227,0.16860597764088525,-1.1657341758564144e-16,4.953076765366904,0.1,14.669999,0.3949836698333334,0.0,0.0,0.11666666666666667,2,1.9563844377508364,0.0,0.015215841433453734,4.953076765366904,1.0,2.842170943040401e-15,0.8810114465547303,0.4166666666666667,129.245,26.933080213999997,19.540001,0.56999874,1.0,8,23.72835195951072,0.0,0.6762052508919146,0.8810114465547303,1.0,1.1131836193574903e-14,0.27450917986823725,0.4666666666666667,252.28,139.16379228333332,134.41751,67.08501,1.0,8,38.20173848705156,0.0018013070964943152,0.7786486818282884,0.27450917986823725,0.9965160344587837,1.150943396226415,2,4,3.4288825875877795,0.14969296493043402,0.0008122692690057794,0.25898465908459056,0.15443502882012144,0.15138888888888888,-3.16987631789499,0.058333333333333334,0.02638888888888889,0.8730785941387613,0.15555555555555556,1971,2009,0.784615768796097,1459.3728234330763,0.75622149795958,114459.59166696332,0.5338804271904023,0.9851402436799049,0.14639347249181098,0.37125889027272285,2010,1980
Hamirpur,13.815373229722223,-0.0004184167353691315,0.13714158848385327,0.01670124039794801,0.01732446720189314,0.025578707581816986,0.10234535793434371,47.6,26.691492,29.596514149999994,32.55658631666667,25.657953299999996,18.759320316666667,17.059696475000003,32.5708215,25.631236,18.776972999999998,24.41911,0.74,0.5437353746111948,0.4445103704135558,0.47983916881365507,12.536817674999991,0.008279428230064206,4.773959005888173e-16,56.28333333333333,0.010130672562339793,2.759353534894945,0.28924488283260097,1.6095081806019866,0.0022815423226100846,266,1269.827,712.2982,771.4839663333332,689.5237021416666,64.29033015255277,81.96025968896666,733.104525,0.0,0.30588404099062094,0.8937628417850304,8,223.14778944931524,103.47581231413625,1.2352643484301318,9.126169290440338e-05,0.15409536846908511,1.4340380734741607e-17,3.834430694480288,0.08333333333333333,3.2532501,0.15709770483333332,0.0,0.0,0.1,2,0.6023802614453376,0.0,0.010695889163934427,3.834430694480288,1.0,-1.4802973661668755e-15,0.6133482765037891,0.5,95.525,30.456050565,30.4550005,3.585,1.0,6,18.680166123155004,0.0005581810935150975,0.1801606182745211,0.6133482765037891,0.9991982987683281,-2.5105843330190206e-14,0.25845965052469894,0.5,236.1,153.8071723666667,153.415005,66.855,1.0,6,39.75294801808081,0.0027063316581047666,-0.2705749100861334,0.25845965052469894,0.9887845830874913,1.16,3,3,3.184851825940041,0.10391786245699787,0.00037991386693624155,0.17800023123295003,0.0417892978164539,0.17083333333333334,-3.002652242333669,0.06111111111111111,0.019444444444444445,0.8852841325875043,0.1597222222222222,1983,1976,0.7946222189825971,1580.296876128235,0.7756478333293045,49794.93593611593,0.530424026126781,0.9829705587937512,0.19758946940519656,0.3625782832866743,2010,1967
Hapur,13.364519028055556,-7.2566156142706e-05,0.15626408164363495,0.016652087202421652,0.016667114940058275,0.027033504691757887,0.11072831146720184,47.46,25.845522,27.82183487777778,31.60156173333333,24.926174683333333,18.250787466666665,15.361809411111107,31.518861,24.930257,18.314769,23.857244,0.9,0.5262319617161777,0.41544741846308736,0.49338274860840936,12.460025466666671,0.009352231869964452,3.774758283725532e-16,48.5,-0.004442937130255231,2.683248854734944,0.32750136031812854,1.6327977931824937,0.003604836869723933,237,1437.3452,599.0007,781.8615283333332,675.0051571823334,65.15512798012222,106.85637857913333,738.92608,0.0,0.37638932791904955,0.8633308235810223,7,256.06071410957765,106.3851491804665,-3.837621734926365,0.0005019393109742186,0.1327857631759069,0.0,2.8181053364471897,0.16666666666666666,14.714999,1.1799746272666667,0.0,0.0,0.3,2,3.3252927939724772,0.0,0.02583231211658795,2.8181053364471897,1.0,5.210646728907401e-15,0.4006508427717244,0.5166666666666667,178.06,80.21302775,80.74675500000001,20.415,1.0,6,32.13741716930922,0.001084611883567068,0.44440611061406055,0.4006508427717244,0.9987886423572051,1.8947806286936005e-15,0.18663425971617467,0.5,380.81,270.1816915,270.36499,172.055,1.0,8,50.42515998196638,0.010320338527724843,-0.10372978632953425,0.18663425971617467,0.9762094526471267,1.1290322580645162,2,3,3.046141009635578,0.118696506032494,0.01011065396113806,0.18745974059112241,0.116826105660355,0.12916666666666668,-3.381993380033987,0.06944444444444445,0.027777777777777776,0.8755226740374596,0.1597222222222222,1983,1987,0.842719643236312,2542.696759206904,0.753294896632238,65567.08931030685,0.533184703039227,0.9836061236808658,0.1725965575076436,0.3515813522529553,1987,1978
Hardoi,12.636957452361115,-0.0004923613330245491,0.1326294421644562,0.01732886020221028,0.015597711009147896,0.023349356058174578,0.10385468480136609,45.85,26.015959,28.300866222222222,31.562268933333332,25.2522962,18.94232333333333,16.586882269444445,31.555824,25.232115999999998,18.931178000000003,24.25166,1.59,0.5469381460102979,0.3938780184450036,0.44229105207906827,11.713983952777777,0.0035629621561549057,8.752258177461651e-16,58.46666666666667,0.0002647580001022831,2.5762366698783556,0.2579794798194468,1.4924128369779106,0.002190280629705681,237,1425.7495,679.4775,792.2686008333332,693.8754979500001,66.02238331167223,98.39310179006665,728.1379099999999,0.0,0.2911953327902691,0.8758084028827595,7,204.38904152026424,98.53265238221582,-2.6380483942761765,0.0002737850787132101,0.16007300935432353,3.9782991715734776e-17,3.3953174034199707,0.13333333333333333,8.185001,0.4848361433333333,0.0,0.0,0.16666666666666666,3,1.646172595266686,0.0,0.025595683894970828,3.3953174034199707,1.0,-3.789561257387201e-15,0.6697069881282102,0.4,137.73,37.628751165000004,33.107555000000005,2.664999,1.0,7,25.200237609738032,0.0006023765389145502,0.6323497941511532,0.6697069881282102,0.9993976234610854,-1.6579330501069005e-14,0.2489507757637688,0.4666666666666667,279.575,174.19356141666668,171.61045000000001,81.975,1.0,6,43.36562224773288,0.00432668495040309,0.5283842435398763,0.2489507757637688,0.9912335610070214,1.2727272727272727,3,3,3.3771178313418972,0.07697349179589155,0.0013497925085883544,0.12623404444495237,0.01633679654500035,0.18055555555555555,-2.8059454998140456,0.08194444444444444,0.034722222222222224,0.9111412452129891,0.16111111111111112,1983,1987,0.8006720676309054,1880.5771929330647,0.7949255262442964,41774.8802935723,0.5232475634675311,0.9846418411147765,0.1551398934141626,0.35841730295133817,2010,1980
Hathras,13.547386335555554,-0.0003152961286838618,0.1470439857452138,0.01672931464337374,0.015695308657072193,0.025059478344636944,0.11131000239207219,47.53,26.4767,29.07935146111111,32.37162824999999,25.606285500000002,18.840941966666662,16.146919022222225,32.315565,25.5583715,18.8202725,24.624096,1.31,0.5415551545125759,0.4018985544836122,0.47214417720624463,12.932432438888885,0.00821634187274293,1.9984014443252818e-16,40.916666666666664,0.013285373854680538,2.81563610453423,0.38072285500095326,1.7436758145856366,0.0016883413187314626,266,1127.2223,646.2252,613.14015,539.4447483366666,51.095012741486116,73.69540456116667,561.640075,0.0,0.41080501771934635,0.8798065961536962,8,233.4364684237127,89.09313796327429,1.588556292303428,0.00022815423226100844,0.11202372804015515,9.25185853854297e-18,3.07915997086975,0.11666666666666667,8.820717,0.63483645845,0.0,0.0,0.25,1,1.9547630109079575,0.0,0.020070868784968048,3.07915997086975,0.9999999999999998,6.0396132539608514e-15,0.4998702553224267,0.45,149.345,53.53509073333333,51.8774985,7.404999,1.0,6,26.76059947358061,0.00028641653249431904,0.414214888357878,0.4998702553224267,0.9996419791865041,-3.173757553061781e-14,0.21483047474353378,0.4666666666666667,317.25998,212.03185600000003,205.84249499999999,114.84,1.0,6,45.5509042852326,0.003309584862696074,0.028457442067242857,0.21483047474353378,0.9878099269393139,1.2571428571428571,3,3,2.9372138993759407,0.17679966359019691,0.0015047707252865453,0.2882674743939711,0.1285799479606604,0.13055555555555556,-2.9239359045491167,0.03333333333333333,0.027777777777777776,0.8406867792306109,0.15138888888888888,1997,1997,0.8231601205189659,2074.884881202421,0.7242583088836533,54492.58479013503,0.543275483522509,0.9845472273788247,0.161522448096017,0.3629838544080425,2010,2024
Jalaun,13.360041022361111,-0.0004694059820046226,0.13902162785734692,0.017183793874508003,0.016155332726973483,0.024667247090948956,0.10841129157804388,47.08,26.496439,29.26230746111111,32.2854093,25.613926533333334,18.942444166666665,16.567999316666665,32.253727,25.5675445,18.9544925,24.439466,0.95,0.5547858185653237,0.41380150559025447,0.46725795076567134,12.694308144444445,0.006421199222006551,-3.265906064105669e-16,52.5,0.0028684231686402217,2.76093295724509,0.3581069079687936,1.6993919146634664,0.002099018936801278,272,1578.7483,868.36584,732.7020835000001,649.0535766549999,61.05850721020417,83.64850986745,716.890595,0.0,0.3842087070335294,0.8858355821162338,8,262.38567758447783,103.76233347444193,-6.0404376512920175,0.0002737850787132101,0.1437371663244353,-2.960594732333751e-17,3.218621758151939,0.13333333333333333,9.13487,0.6320895536,0.0,0.0,0.2,3,2.0344571903175064,0.0,0.03611871651747708,3.218621758151939,1.0,4.736951571734001e-15,0.5836675901812585,0.43333333333333335,131.13,42.67664879666666,40.73905,6.1849995,1.0,6,24.908976760162332,0.0005662736897262381,0.4736254362045018,0.5836675901812585,0.9994298208845116,2.1789977229976407e-14,0.2330087705368745,0.48333333333333334,285.16638,183.39788374999998,181.8,90.365005,1.0,6,42.73331541165213,0.0030790885183579436,0.1430042065851659,0.2330087705368745,0.9895362904315349,1.25,5,4,3.19675614082785,0.10767415855328895,-0.0004229845091833884,0.18568480882620572,0.09051187524435025,0.16805555555555557,-2.9826771486624444,0.06111111111111111,0.022222222222222223,0.8823607814767773,0.16944444444444445,1983,2012,0.8110242391581545,1826.1362460717455,0.736319058634063,68846.24380146556,0.5312477872682119,0.9841015126264026,0.1712316860287614,0.37240794817735473,2010,1980
Jaunpur,12.927504706388888,-0.00042652035624790585,0.12540188861826432,0.01521166301037351,0.016354135374877846,0.025980474903663058,0.09951150737160402,46.72,26.46322,28.89055025555555,32.00546235,25.55098728333333,19.096512000000008,17.175268983333332,32.031662499999996,25.5294715,19.0850765,24.609163,1.31,0.48685630775939703,0.4178643049934156,0.4961364507635006,11.715281272222217,0.003508850819672451,-5.181040781584064e-16,57.06666666666667,0.002372471094514106,2.6780149407676586,0.2268317129814944,1.5576417189890457,0.0031941592516541184,237,1409.227,735.8278,893.4953240000001,797.0051630416667,74.45794333099585,96.49015693028333,890.04255,0.0,0.25524394400227224,0.8920082082507537,7,202.67307488387536,115.97879884248132,-2.601833643789932,0.0007757243896874287,0.15624001825233857,3.7007434154171884e-18,3.920693679528705,0.08333333333333333,5.4749994,0.2566243813333333,0.0,0.0,0.1,2,1.006145589906564,0.0,0.01271044990830786,3.920693679528705,0.9999999999999999,3.730349362740526e-15,0.8070625502397931,0.45,111.64,26.697721111666663,20.357498999999997,2.5849981,1.0,8,21.546730885972462,0.0,0.5532713904779107,0.8070625502397931,1.0,1.4684549872375405e-14,0.2704577232484494,0.4666666666666667,228.39215,138.52579153333332,136.82499,68.55499,1.0,8,37.46537018929466,0.0016289056528461033,0.5877506533481551,0.2704577232484494,0.9952493515206025,1.1470588235294117,2,4,2.8763849901246776,0.11669509292610333,0.002917695916324307,0.19135126452806722,0.10127316619189031,0.14583333333333334,-2.916270761205371,0.08333333333333333,0.025,0.8949566181283438,0.16111111111111112,1983,2004,0.7871178880656393,1403.653963420889,0.8151077196804448,41076.375282884954,0.5277165664022979,0.98390901871143,0.17461057738763025,0.35215004743329137,2010,1980
Jhansi,14.29042276402778,-0.00017645876733618504,0.14105520060291118,0.016747566496215442,0.018389429598035044,0.02992743964457598,0.10736807752861278,47.71666,26.691698,29.52995991111111,32.701844916666666,25.566225833333338,18.430607050000003,16.862237783333335,32.708198499999995,25.578284,18.485977,24.254631,0.66,0.5476763222907999,0.47014831004954827,0.5515808801017716,12.667722127777775,0.013255575270908863,-7.077671781985373e-16,58.18333333333333,0.004015075983725858,2.846766528083083,0.29235668606517395,1.6537178968977464,0.0018708647045402693,252,1404.0837,595.63086,789.9046563333335,712.7318622333333,65.82538809522501,77.17279490936667,757.150545,0.0,0.3007050773820483,0.9023011277611284,8,230.9339076330635,108.85662236331345,-2.6310345879410852,0.00013689253935660506,0.1592972849646361,4.3483735131151964e-17,4.4205840705591015,0.1,4.9391336,0.15870189683333327,0.0,0.0,0.11666666666666667,1,0.7015550771089469,0.0,0.009609260348152264,4.4205840705591015,1.0,5.625129991434126e-15,0.5351591299601522,0.4666666666666667,85.675,36.69165212666666,35.070636,4.8849983,1.0,6,19.6358726289075,0.0005178290960028179,0.011113195076411116,0.5351591299601522,0.9987031570751216,-3.386920373789811e-14,0.2654122856842073,0.4666666666666667,274.23,169.4336711666667,161.4775,76.22,1.0,8,44.969777936211386,0.003230784374797548,-0.6919797941094725,0.2654122856842073,0.9855083306952065,1.1692307692307693,2,4,3.0310859053869383,0.09203218565253223,-0.0034305921536245416,0.1593221243892795,0.069198603405095,0.15416666666666667,-3.0282618458230877,0.08888888888888889,0.016666666666666666,0.8900585441502895,0.15138888888888888,1971,2006,0.7902562756132092,2022.280927632164,0.7737801883818085,53330.46969467631,0.5290841403272872,0.9819426350435574,0.22103943344244617,0.36655423637442647,2010,1967
